"student_id","subject","lrt_rank","pct_correct"
"C_1_9","kokugo",2,49.0196078431373
"C_1_10","kokugo",2,50.9803921568627
"C_1_11","kokugo",3,68.6274509803922
"C_1_12","kokugo",1,31.3725490196078
"C_1_13","kokugo",2,50.9803921568627
"C_1_14","kokugo",3,70.5882352941177
"C_1_15","kokugo",2,52.9411764705882
"C_1_16","kokugo",3,58.8235294117647
"C_1_17","kokugo",2,47.0588235294118
"C_1_18","kokugo",2,49.0196078431373
"C_1_19","kokugo",2,41.1764705882353
"C_1_20","kokugo",1,49.0196078431373
"C_1_21","kokugo",4,80.3921568627451
"C_1_22","kokugo",4,74.5098039215686
"C_1_23","kokugo",2,52.9411764705882
"C_1_24","kokugo",3,60.7843137254902
"C_1_25","kokugo",3,68.6274509803922
"C_1_26","kokugo",2,47.0588235294118
"C_1_27","kokugo",1,23.5294117647059
"C_1_28","kokugo",1,41.1764705882353
"C_1_29","kokugo",1,35.2941176470588
"C_1_30","kokugo",2,50.9803921568627
"C_2_1","kokugo",2,45.0980392156863
"C_2_2","kokugo",1,31.3725490196078
"C_2_3","kokugo",1,29.4117647058824
"C_2_4","kokugo",1,37.2549019607843
"C_2_5","kokugo",3,58.8235294117647
"C_2_6","kokugo",3,72.5490196078431
"C_2_7","kokugo",4,74.5098039215686
"C_2_8","kokugo",4,84.3137254901961
"C_2_9","kokugo",1,19.6078431372549
"C_2_10","kokugo",2,49.0196078431373
"C_2_11","kokugo",4,72.5490196078431
"C_2_12","kokugo",4,78.4313725490196
"C_2_13","kokugo",1,35.2941176470588
"C_2_14","kokugo",4,68.6274509803922
"C_2_15","kokugo",3,60.7843137254902
"C_2_16","kokugo",2,41.1764705882353
"C_2_17","kokugo",2,47.0588235294118
"C_2_18","kokugo",3,72.5490196078431
"C_2_19","kokugo",3,72.5490196078431
"C_2_20","kokugo",4,80.3921568627451
"C_2_21","kokugo",2,50.9803921568627
"C_2_22","kokugo",1,23.5294117647059
"C_2_23","kokugo",1,19.6078431372549
"C_2_24","kokugo",1,25.4901960784314
"C_2_25","kokugo",2,54.9019607843137
"C_2_26","kokugo",4,82.3529411764706
"C_2_27","kokugo",3,64.7058823529412
"C_2_28","kokugo",1,39.2156862745098
"C_2_29","kokugo",3,64.7058823529412
"C_2_30","kokugo",3,60.7843137254902
"D_1_13","kokugo",2,60.7843137254902
"D_1_14","kokugo",3,58.8235294117647
"D_1_15","kokugo",4,80.3921568627451
"D_1_16","kokugo",4,96.078431372549
"D_1_17","kokugo",2,50.9803921568627
"D_1_18","kokugo",3,66.6666666666667
"D_1_19","kokugo",2,56.8627450980392
"D_1_20","kokugo",2,43.1372549019608
"D_1_21","kokugo",1,35.2941176470588
"D_1_22","kokugo",4,66.6666666666667
"D_1_23","kokugo",2,52.9411764705882
"D_1_24","kokugo",1,33.3333333333333
"D_1_25","kokugo",2,62.7450980392157
"D_1_26","kokugo",2,56.8627450980392
"D_1_27","kokugo",2,52.9411764705882
"D_1_28","kokugo",4,78.4313725490196
"D_1_29","kokugo",2,45.0980392156863
"D_1_30","kokugo",2,56.8627450980392
"D_2_1","kokugo",2,56.8627450980392
"D_2_2","kokugo",2,47.0588235294118
"D_2_3","kokugo",1,39.2156862745098
"D_2_4","kokugo",2,54.9019607843137
"D_2_5","kokugo",2,43.1372549019608
"D_2_6","kokugo",4,94.1176470588235
"D_2_7","kokugo",2,52.9411764705882
"D_2_8","kokugo",1,39.2156862745098
"D_2_9","kokugo",4,62.7450980392157
"D_2_10","kokugo",2,56.8627450980392
"D_2_11","kokugo",2,60.7843137254902
"D_2_12","kokugo",2,54.9019607843137
"D_2_13","kokugo",2,60.7843137254902
"D_2_14","kokugo",2,49.0196078431373
"D_2_15","kokugo",3,64.7058823529412
"D_2_16","kokugo",3,54.9019607843137
"D_2_17","kokugo",1,43.1372549019608
"D_2_18","kokugo",3,68.6274509803922
"D_2_19","kokugo",2,45.0980392156863
"D_2_20","kokugo",1,49.0196078431373
"D_2_21","kokugo",1,19.6078431372549
"D_2_22","kokugo",2,52.9411764705882
"D_2_23","kokugo",1,41.1764705882353
"D_2_24","kokugo",1,37.2549019607843
"D_2_25","kokugo",3,60.7843137254902
"D_2_26","kokugo",3,60.7843137254902
"D_2_27","kokugo",2,50.9803921568627
"D_2_28","kokugo",1,43.1372549019608
"D_2_29","kokugo",3,62.7450980392157
"D_2_30","kokugo",4,76.4705882352941
"A_1_1","shakai",1,31.8181818181818
"A_1_2","shakai",2,52.2727272727273
"A_1_3","shakai",2,61.3636363636364
"A_1_4","shakai",1,36.3636363636364
"A_1_5","shakai",3,63.6363636363636
"A_1_6","shakai",4,79.5454545454545
"A_1_7","shakai",2,59.0909090909091
"A_1_8","shakai",4,70.4545454545455
"A_1_9","shakai",1,40.9090909090909
"A_1_10","shakai",3,70.4545454545455
"A_1_11","shakai",3,70.4545454545455
"A_1_12","shakai",3,61.3636363636364
"A_1_13","shakai",4,72.7272727272727
"A_1_14","shakai",2,56.8181818181818
"A_1_15","shakai",2,56.8181818181818
"A_1_16","shakai",2,59.0909090909091
"A_1_17","shakai",4,81.8181818181818
"A_1_18","shakai",3,59.0909090909091
"A_1_19","shakai",4,88.6363636363636
"A_1_20","shakai",4,77.2727272727273
"A_1_21","shakai",1,31.8181818181818
"A_1_22","shakai",4,84.0909090909091
"A_1_23","shakai",2,59.0909090909091
"A_1_24","shakai",4,84.0909090909091
"A_1_25","shakai",3,65.9090909090909
"A_1_26","shakai",3,59.0909090909091
"A_1_27","shakai",2,52.2727272727273
"A_1_28","shakai",4,81.8181818181818
"A_1_29","shakai",3,70.4545454545455
"A_1_30","shakai",4,68.1818181818182
"A_2_1","shakai",1,34.0909090909091
"A_2_2","shakai",1,43.1818181818182
"A_2_3","shakai",3,70.4545454545455
"A_2_4","shakai",2,56.8181818181818
"A_2_5","shakai",3,79.5454545454545
"A_2_6","shakai",2,47.7272727272727
"A_2_7","shakai",4,84.0909090909091
"A_2_8","shakai",3,65.9090909090909
"A_2_9","shakai",4,72.7272727272727
"A_2_10","shakai",1,43.1818181818182
"A_2_11","shakai",1,40.9090909090909
"A_2_12","shakai",4,90.9090909090909
"A_2_13","shakai",3,54.5454545454545
"A_2_14","shakai",2,50
"A_2_15","shakai",2,52.2727272727273
"A_2_16","shakai",4,88.6363636363636
"A_2_17","shakai",4,88.6363636363636
"A_2_18","shakai",2,61.3636363636364
"A_2_19","shakai",3,63.6363636363636
"A_2_20","shakai",4,77.2727272727273
"A_2_21","shakai",3,63.6363636363636
"A_2_22","shakai",4,75
"A_2_23","shakai",3,63.6363636363636
"A_2_24","shakai",1,22.7272727272727
"A_2_25","shakai",1,34.0909090909091
"A_2_26","shakai",4,84.0909090909091
"A_2_27","shakai",2,50
"A_2_28","shakai",2,54.5454545454545
"A_2_29","shakai",3,75
"A_2_30","shakai",1,29.5454545454545
"B_1_1","shakai",2,61.3636363636364
"B_1_2","shakai",4,75
"B_1_3","shakai",3,72.7272727272727
"B_1_4","shakai",4,81.8181818181818
"B_1_5","shakai",4,95.4545454545455
"B_1_6","shakai",4,93.1818181818182
"B_1_7","shakai",1,27.2727272727273
"B_1_8","shakai",4,81.8181818181818
"B_1_9","shakai",4,81.8181818181818
"B_1_10","shakai",2,47.7272727272727
"B_1_11","shakai",3,75
"B_1_12","shakai",2,54.5454545454545
"B_1_13","shakai",3,56.8181818181818
"B_1_14","shakai",3,63.6363636363636
"B_1_15","shakai",3,72.7272727272727
"B_1_16","shakai",3,70.4545454545455
"B_1_17","shakai",1,47.7272727272727
"B_1_18","shakai",1,40.9090909090909
"B_1_19","shakai",3,68.1818181818182
"B_1_20","shakai",4,72.7272727272727
"B_1_21","shakai",3,68.1818181818182
"B_1_22","shakai",3,65.9090909090909
"B_1_23","shakai",3,63.6363636363636
"B_1_24","shakai",3,68.1818181818182
"B_1_25","shakai",3,68.1818181818182
"B_1_26","shakai",1,25
"B_1_27","shakai",2,47.7272727272727
"B_1_28","shakai",4,95.4545454545455
"B_1_29","shakai",3,59.0909090909091
"B_1_30","shakai",4,84.0909090909091
"B_2_1","shakai",2,54.5454545454545
"B_2_2","shakai",2,40.9090909090909
"B_2_3","shakai",4,93.1818181818182
"B_2_4","shakai",4,90.9090909090909
"B_2_5","shakai",3,54.5454545454545
"B_2_6","shakai",1,38.6363636363636
"B_2_7","shakai",4,77.2727272727273
"B_2_8","shakai",2,50
"B_2_9","shakai",3,61.3636363636364
"B_2_10","shakai",1,45.4545454545455
"B_2_11","shakai",2,50
"B_2_12","shakai",4,72.7272727272727
"B_2_13","shakai",3,68.1818181818182
"B_2_14","shakai",2,52.2727272727273
"B_2_15","shakai",4,84.0909090909091
"B_2_16","shakai",3,61.3636363636364
"B_2_17","shakai",2,43.1818181818182
"B_2_18","shakai",2,50
"B_2_19","shakai",1,25
"B_2_20","shakai",3,68.1818181818182
"B_2_21","shakai",3,65.9090909090909
"B_2_22","shakai",4,93.1818181818182
"B_2_23","shakai",4,72.7272727272727
"B_2_24","shakai",4,72.7272727272727
"B_2_25","shakai",1,43.1818181818182
"B_2_26","shakai",4,81.8181818181818
"B_2_27","shakai",4,77.2727272727273
"B_2_28","shakai",2,52.2727272727273
"B_2_29","shakai",4,95.4545454545455
"B_2_30","shakai",2,54.5454545454545
"C_1_1","shakai",1,52.2727272727273
"C_1_2","shakai",3,61.3636363636364
"C_1_3","shakai",2,56.8181818181818
"C_1_4","shakai",4,75
"C_1_5","shakai",1,43.1818181818182
"C_1_6","shakai",2,59.0909090909091
"C_1_7","shakai",2,54.5454545454545
"C_1_8","shakai",1,40.9090909090909
"C_1_9","shakai",3,68.1818181818182
"C_1_10","shakai",1,34.0909090909091
"C_1_11","shakai",3,63.6363636363636
"C_1_12","shakai",2,50
"C_1_13","shakai",4,72.7272727272727
"C_1_14","shakai",3,63.6363636363636
"C_1_15","shakai",4,68.1818181818182
"C_1_16","shakai",3,63.6363636363636
"C_1_17","shakai",2,50
"C_1_18","shakai",1,43.1818181818182
"C_1_19","shakai",1,38.6363636363636
"C_1_21","shakai",4,75
"C_1_22","shakai",3,70.4545454545455
"C_1_23","shakai",1,40.9090909090909
"C_1_24","shakai",1,36.3636363636364
"C_1_25","shakai",3,70.4545454545455
"C_1_26","shakai",1,25
"C_1_27","shakai",1,34.0909090909091
"C_1_28","shakai",1,15.9090909090909
"C_1_29","shakai",2,50
"C_1_30","shakai",3,68.1818181818182
"C_2_1","shakai",3,65.9090909090909
"C_2_3","shakai",1,20.4545454545455
"C_2_4","shakai",1,4.54545454545455
"C_2_5","shakai",3,59.0909090909091
"C_2_6","shakai",4,88.6363636363636
"C_2_7","shakai",4,77.2727272727273
"C_2_8","shakai",4,81.8181818181818
"C_2_10","shakai",2,38.6363636363636
"C_2_11","shakai",3,65.9090909090909
"C_2_12","shakai",2,59.0909090909091
"C_2_13","shakai",1,29.5454545454545
"C_2_14","shakai",2,50
"C_2_15","shakai",3,68.1818181818182
"C_2_16","shakai",1,47.7272727272727
"C_2_17","shakai",1,34.0909090909091
"C_2_18","shakai",3,63.6363636363636
"C_2_19","shakai",2,63.6363636363636
"C_2_20","shakai",4,81.8181818181818
"C_2_21","shakai",2,56.8181818181818
"C_2_22","shakai",1,31.8181818181818
"C_2_23","shakai",1,20.4545454545455
"C_2_24","shakai",1,22.7272727272727
"C_2_25","shakai",3,75
"C_2_26","shakai",4,84.0909090909091
"C_2_27","shakai",4,72.7272727272727
"C_2_29","shakai",2,52.2727272727273
"C_2_30","shakai",3,61.3636363636364
"D_1_13","shakai",2,47.7272727272727
"D_1_14","shakai",2,54.5454545454545
"D_1_15","shakai",4,84.0909090909091
"D_1_16","shakai",4,90.9090909090909
"D_1_17","shakai",2,45.4545454545455
"D_1_18","shakai",1,34.0909090909091
"D_1_19","shakai",2,50
"D_1_20","shakai",1,38.6363636363636
"D_1_21","shakai",1,43.1818181818182
"D_1_22","shakai",2,56.8181818181818
"D_1_23","shakai",2,52.2727272727273
"D_1_24","shakai",1,25
"D_1_25","shakai",4,86.3636363636364
"D_1_26","shakai",1,43.1818181818182
"D_1_27","shakai",1,38.6363636363636
"D_1_28","shakai",4,75
"D_1_29","shakai",2,54.5454545454545
"D_1_30","shakai",3,75
"D_2_1","shakai",2,52.2727272727273
"D_2_2","shakai",1,47.7272727272727
"D_2_3","shakai",2,50
"D_2_4","shakai",2,56.8181818181818
"D_2_5","shakai",1,25
"D_2_6","shakai",4,84.0909090909091
"D_2_7","shakai",1,38.6363636363636
"D_2_8","shakai",1,25
"D_2_9","shakai",1,34.0909090909091
"D_2_10","shakai",2,40.9090909090909
"D_2_11","shakai",2,40.9090909090909
"D_2_12","shakai",1,45.4545454545455
"D_2_13","shakai",3,65.9090909090909
"D_2_14","shakai",1,43.1818181818182
"D_2_15","shakai",3,68.1818181818182
"D_2_16","shakai",4,77.2727272727273
"D_2_17","shakai",1,43.1818181818182
"D_2_18","shakai",3,70.4545454545455
"D_2_19","shakai",2,50
"D_2_20","shakai",3,70.4545454545455
"D_2_21","shakai",1,43.1818181818182
"D_2_22","shakai",4,75
"D_2_23","shakai",1,50
"D_2_24","shakai",1,25
"D_2_25","shakai",2,47.7272727272727
"D_2_26","shakai",3,61.3636363636364
"D_2_27","shakai",1,40.9090909090909
"D_2_28","shakai",1,25
"D_2_29","shakai",2,50
"D_2_30","shakai",4,90.9090909090909
"A_1_1","sugaku",1,30.5555555555556
"A_1_2","sugaku",1,30.5555555555556
"A_1_3","sugaku",1,27.7777777777778
"A_1_4","sugaku",1,27.7777777777778
"A_1_5","sugaku",2,50
"A_1_6","sugaku",4,77.7777777777778
"A_1_7","sugaku",1,22.2222222222222
"A_1_8","sugaku",4,69.4444444444444
"A_1_9","sugaku",2,52.7777777777778
"A_1_10","sugaku",3,61.1111111111111
"A_1_11","sugaku",1,25
"A_1_12","sugaku",2,41.6666666666667
"A_1_13","sugaku",4,75
"A_1_14","sugaku",1,44.4444444444444
"A_1_15","sugaku",2,47.2222222222222
"A_1_16","sugaku",2,50
"A_1_17","sugaku",4,75
"A_1_18","sugaku",4,77.7777777777778
"A_1_19","sugaku",4,77.7777777777778
"A_1_20","sugaku",2,47.2222222222222
"A_1_21","sugaku",1,22.2222222222222
"A_1_22","sugaku",4,77.7777777777778
"A_1_23","sugaku",2,41.6666666666667
"A_1_24","sugaku",2,47.2222222222222
"A_1_25","sugaku",4,77.7777777777778
"A_1_26","sugaku",3,63.8888888888889
"A_1_27","sugaku",3,61.1111111111111
"A_1_28","sugaku",3,72.2222222222222
"A_1_29","sugaku",3,75
"A_1_30","sugaku",2,50
"A_2_1","sugaku",1,25
"A_2_2","sugaku",1,33.3333333333333
"A_2_3","sugaku",2,41.6666666666667
"A_2_4","sugaku",4,75
"A_2_5","sugaku",4,77.7777777777778
"A_2_6","sugaku",1,27.7777777777778
"A_2_7","sugaku",4,83.3333333333333
"A_2_8","sugaku",3,61.1111111111111
"A_2_9","sugaku",3,61.1111111111111
"A_2_10","sugaku",2,44.4444444444444
"A_2_11","sugaku",1,30.5555555555556
"A_2_12","sugaku",3,58.3333333333333
"A_2_13","sugaku",2,47.2222222222222
"A_2_14","sugaku",1,27.7777777777778
"A_2_15","sugaku",3,69.4444444444444
"A_2_16","sugaku",4,91.6666666666667
"A_2_17","sugaku",4,88.8888888888889
"A_2_18","sugaku",3,58.3333333333333
"A_2_19","sugaku",2,36.1111111111111
"A_2_20","sugaku",3,63.8888888888889
"A_2_21","sugaku",3,55.5555555555556
"A_2_22","sugaku",4,77.7777777777778
"A_2_23","sugaku",2,52.7777777777778
"A_2_24","sugaku",1,30.5555555555556
"A_2_25","sugaku",1,27.7777777777778
"A_2_26","sugaku",4,100
"A_2_27","sugaku",1,30.5555555555556
"A_2_28","sugaku",3,50
"A_2_29","sugaku",1,30.5555555555556
"A_2_30","sugaku",2,44.4444444444444
"B_1_1","sugaku",2,38.8888888888889
"B_1_2","sugaku",2,36.1111111111111
"B_1_3","sugaku",3,66.6666666666667
"B_1_4","sugaku",3,61.1111111111111
"B_1_5","sugaku",4,88.8888888888889
"B_1_6","sugaku",4,86.1111111111111
"B_1_7","sugaku",2,44.4444444444444
"B_1_8","sugaku",4,88.8888888888889
"B_1_9","sugaku",4,80.5555555555556
"B_1_10","sugaku",2,47.2222222222222
"B_1_11","sugaku",4,80.5555555555556
"B_1_12","sugaku",3,63.8888888888889
"B_1_13","sugaku",4,72.2222222222222
"B_1_14","sugaku",1,36.1111111111111
"B_1_15","sugaku",2,44.4444444444444
"B_1_16","sugaku",2,41.6666666666667
"B_1_17","sugaku",1,36.1111111111111
"B_1_18","sugaku",1,25
"B_1_19","sugaku",3,66.6666666666667
"B_1_20","sugaku",2,50
"B_1_21","sugaku",2,44.4444444444444
"B_1_22","sugaku",2,50
"B_1_23","sugaku",3,66.6666666666667
"B_1_24","sugaku",2,55.5555555555556
"B_1_25","sugaku",3,63.8888888888889
"B_1_26","sugaku",1,25
"B_1_27","sugaku",2,47.2222222222222
"B_1_28","sugaku",4,88.8888888888889
"B_1_29","sugaku",1,27.7777777777778
"B_1_30","sugaku",4,91.6666666666667
"B_2_1","sugaku",2,55.5555555555556
"B_2_2","sugaku",1,19.4444444444444
"B_2_3","sugaku",4,94.4444444444444
"B_2_4","sugaku",4,83.3333333333333
"B_2_5","sugaku",3,69.4444444444444
"B_2_6","sugaku",2,33.3333333333333
"B_2_7","sugaku",1,22.2222222222222
"B_2_8","sugaku",2,38.8888888888889
"B_2_9","sugaku",2,47.2222222222222
"B_2_10","sugaku",2,52.7777777777778
"B_2_11","sugaku",1,33.3333333333333
"B_2_12","sugaku",3,52.7777777777778
"B_2_13","sugaku",4,77.7777777777778
"B_2_14","sugaku",2,41.6666666666667
"B_2_15","sugaku",3,69.4444444444444
"B_2_16","sugaku",2,47.2222222222222
"B_2_17","sugaku",2,50
"B_2_18","sugaku",3,63.8888888888889
"B_2_19","sugaku",2,41.6666666666667
"B_2_20","sugaku",3,72.2222222222222
"B_2_21","sugaku",2,41.6666666666667
"B_2_22","sugaku",4,94.4444444444444
"B_2_23","sugaku",2,38.8888888888889
"B_2_24","sugaku",3,66.6666666666667
"B_2_25","sugaku",1,25
"B_2_26","sugaku",3,72.2222222222222
"B_2_27","sugaku",4,75
"B_2_28","sugaku",3,63.8888888888889
"B_2_29","sugaku",4,91.6666666666667
"B_2_30","sugaku",1,27.7777777777778
"C_1_1","sugaku",1,33.3333333333333
"C_1_2","sugaku",2,52.7777777777778
"C_1_3","sugaku",2,50
"C_1_4","sugaku",4,80.5555555555556
"C_1_5","sugaku",1,13.8888888888889
"C_1_6","sugaku",3,55.5555555555556
"C_1_7","sugaku",2,44.4444444444444
"C_1_8","sugaku",1,19.4444444444444
"C_1_9","sugaku",4,75
"C_1_10","sugaku",2,47.2222222222222
"C_1_11","sugaku",2,41.6666666666667
"C_1_12","sugaku",1,38.8888888888889
"C_1_13","sugaku",2,47.2222222222222
"C_1_14","sugaku",2,50
"C_1_15","sugaku",3,55.5555555555556
"C_1_16","sugaku",3,50
"C_1_17","sugaku",2,36.1111111111111
"C_1_18","sugaku",1,25
"C_1_19","sugaku",1,33.3333333333333
"C_1_20","sugaku",3,66.6666666666667
"C_1_21","sugaku",4,86.1111111111111
"C_1_22","sugaku",3,66.6666666666667
"C_1_23","sugaku",2,50
"C_1_24","sugaku",1,22.2222222222222
"C_1_25","sugaku",3,75
"C_1_26","sugaku",1,13.8888888888889
"C_1_27","sugaku",2,38.8888888888889
"C_1_28","sugaku",1,41.6666666666667
"C_1_29","sugaku",2,44.4444444444444
"C_1_30","sugaku",3,77.7777777777778
"C_2_1","sugaku",3,55.5555555555556
"C_2_2","sugaku",1,22.2222222222222
"C_2_3","sugaku",1,27.7777777777778
"C_2_4","sugaku",1,13.8888888888889
"C_2_5","sugaku",2,52.7777777777778
"C_2_6","sugaku",4,97.2222222222222
"C_2_7","sugaku",2,44.4444444444444
"C_2_8","sugaku",3,75
"C_2_9","sugaku",1,8.33333333333333
"C_2_10","sugaku",1,30.5555555555556
"C_2_11","sugaku",3,58.3333333333333
"C_2_12","sugaku",4,91.6666666666667
"C_2_13","sugaku",2,47.2222222222222
"C_2_14","sugaku",2,38.8888888888889
"C_2_15","sugaku",4,75
"C_2_16","sugaku",2,47.2222222222222
"C_2_17","sugaku",1,30.5555555555556
"C_2_18","sugaku",3,66.6666666666667
"C_2_19","sugaku",3,58.3333333333333
"C_2_20","sugaku",3,66.6666666666667
"C_2_21","sugaku",2,33.3333333333333
"C_2_22","sugaku",1,27.7777777777778
"C_2_23","sugaku",1,27.7777777777778
"C_2_24","sugaku",1,22.2222222222222
"C_2_25","sugaku",1,41.6666666666667
"C_2_26","sugaku",4,94.4444444444444
"C_2_27","sugaku",3,66.6666666666667
"C_2_28","sugaku",1,27.7777777777778
"C_2_29","sugaku",1,33.3333333333333
"C_2_30","sugaku",2,41.6666666666667
"D_1_13","sugaku",3,50
"D_1_14","sugaku",1,30.5555555555556
"D_1_15","sugaku",4,94.4444444444444
"D_1_16","sugaku",4,97.2222222222222
"D_1_17","sugaku",2,30.5555555555556
"D_1_18","sugaku",1,25
"D_1_19","sugaku",4,72.2222222222222
"D_1_20","sugaku",1,33.3333333333333
"D_1_21","sugaku",2,44.4444444444444
"D_1_22","sugaku",1,22.2222222222222
"D_1_23","sugaku",1,25
"D_1_24","sugaku",1,25
"D_1_25","sugaku",3,55.5555555555556
"D_1_26","sugaku",1,22.2222222222222
"D_1_27","sugaku",1,25
"D_1_28","sugaku",4,94.4444444444444
"D_1_29","sugaku",1,16.6666666666667
"D_1_30","sugaku",3,50
"D_2_1","sugaku",4,77.7777777777778
"D_2_2","sugaku",1,27.7777777777778
"D_2_3","sugaku",3,61.1111111111111
"D_2_4","sugaku",2,52.7777777777778
"D_2_5","sugaku",1,5.55555555555556
"D_2_6","sugaku",4,88.8888888888889
"D_2_7","sugaku",2,33.3333333333333
"D_2_8","sugaku",1,30.5555555555556
"D_2_9","sugaku",2,44.4444444444444
"D_2_10","sugaku",2,38.8888888888889
"D_2_11","sugaku",2,44.4444444444444
"D_2_12","sugaku",2,44.4444444444444
